0 4 8
0 8 2
0 9 9
0 29 3
0 47 3
0 112 6
0 135 12
0 150 6
0 166 21
0 215 5
0 256 2
0 259 2
0 415 9
0 618 2
0 646 41
0 670 6
0 674 2
0 679 453
0 704 20
0 843 67
0 902 2
0 936 2
1 7 4
1 30 42
1 37 22
1 135 56
1 228 3
1 292 5
1 481 3
1 535 6
1 565 2
1 644 30
1 768 2
1 825 5
1 920 3
2 0 30348505
2 3 20
2 8 2
2 48 3
2 267 8
2 328 55
2 523 2
2 826 2
3 24 2
3 131 2
3 272 3
3 277 2
3 530 444
3 592 3
3 652 2
3 817 2566
4 0 5
4 4 2
4 15 2
4 24 4
4 50 14
4 60 8
4 64 2
4 248 2
4 284 3
4 293 6
4 368 8
4 517 22
4 576 2
4 683 13
4 774 4
4 803 8
4 808 8
5 18 20
5 216 69
5 584 2
5 887 2
6 3 2
6 148 2
6 212 2
6 259 42
6 267 10
6 268 13
6 512 2
6 798 35
6 1002 4
7 81 2
7 110 3
7 237 62
7 715 10
8 1 87989
8 2 8
8 19 2
8 32 2
8 42 8
8 58 3
8 202 3
8 273 8
8 386 6
8 393 2
8 486 56
8 552 2
8 642 6
8 656 9
8 735 2
8 850 1791
8 902 2
9 43 3
9 274 95
9 416 37
9 526 6
9 907 3
10 13 3
10 40 2
10 75 2
10 84 3
10 160 5
10 518 10
10 584 2
10 599 3
10 680 2
11 204 6
11 752 4
11 779 72
12 0 2
12 24 5
12 55 2
12 65 5
12 128 7
12 269 6
12 366 17
12 634 2
13 66 13
13 224 2
13 320 59
14 127 2
14 152 47
14 210 2
14 321 22
14 376 3
14 584 76
14 616 13
15 352 4
15 854 39
16 24 6
16 64 2
16 96 5
16 132 20
16 148 19
16 643 5
17 48 2
17 258 2
18 203 14
18 215 3
18 290 10
18 641 3
18 645 2
19 7 3
19 657 3
19 709 27848
20 1 4
20 10 4
20 36 2
20 323 2
20 786 2
21 116 9
21 258 2
21 308 2
22 24 11394
22 133 2
22 281 3
22 565 6
23 770 2
23 886 2
24 9 2
24 533 3
24 781 17
24 786 2
24 848 2
24 944 2
25 523 2
25 592 7
26 20 29
26 22 41
26 109 2
27 130 9
27 210 2
27 547 2
27 549 2
28 42 2
28 72 3
28 146 2
28 192 9
28 624 2
28 647 2
29 1 3
29 5 72
29 809 12
30 52 19
30 129 7
30 588 7
31 77 537
31 561 12
32 16 2
32 33 2
32 42 27
32 72 2
32 196 3
32 204 9
32 211 91
32 219 2
32 276 2
32 388 7
32 414 211
32 514 3
32 641 15
32 759 2
32 803 3
32 848 6
33 2 2
33 3 92
33 26 2
33 277 2
33 320 8
33 544 2
33 785 2
33 898 14
34 324 4
34 561 2
34 663 4
34 720 18
34 800 2
35 65 2
35 266 12
35 689 2
36 12 2008
36 48 7
36 257 2
36 288 4
36 320 709
36 448 30
36 555 2
36 705 87
37 13 2
37 364 5
37 520 7
37 594 55
37 640 3
37 673 2
38 180 12
38 204 33
38 544 2
39 3 2
39 48 7
39 520 2
40 9 2
40 20 2
40 256 2
40 512 8
40 528 2
40 605 56
40 645 2
40 756 2
40 761 34
40 840 2
40 980 8
41 96 42
41 263 3
41 276 9
41 321 2
41 513 3
41 987 2
42 42 2
42 140 66
42 411 2
42 778 3
42 839 2
43 1 7
43 546 40
44 12 6
44 47 2
44 430 5
44 524 2
44 794 2
45 23 18
45 50 2
45 266 3
45 615 2
45 808 3
45 844 2
46 57 17
47 1022 7
48 168 5
48 176 6
48 193 4
48 198 7
48 226 2
48 646 2
48 789 10
48 843 5
48 932 7
49 4 3
49 17 25
49 310 2
49 313 2
50 9 4
50 528 2
51 377 9
51 516 3
52 46 2
52 256 3
52 390 8
52 899 2
53 146 5
54 718 2
56 89 16
56 267 2
56 544 39
56 560 2
57 5 2
57 33 7
57 448 12
58 113 170
58 470 2
59 58 8
59 453 2
59 583 30
60 3 9
60 5 2
60 33 5
60 112 4
60 948 7
61 644 2
61 648 13
62 521 2
62 612 2
64 1 28
64 26 32
64 192 53
64 194 5
64 197 37
64 203 12
64 272 2
64 370 2768
64 465 2
64 481 7
64 686 2
64 756 2
64 771 6
64 780 2
64 790 13
65 25 47
65 96 14
65 104 4
65 118 3
65 218 10407
65 241 2
65 274 2
65 421 2
65 571 72
65 614 4
66 140 2
66 545 12
67 2 10
67 16 10
67 20 2
67 37 2
67 482 2
67 840 2
68 153 1314
68 192 2
68 226 6
68 284 18
68 576 2
69 138 2867
69 466 2
69 529 2
69 572 5
69 768 2
70 109 2
70 212 6
70 431 6
70 608 2
70 642 405
70 646 48
70 648 3
70 672 3
71 1 77
71 264 4
71 409 6
71 700 2
72 8 3
72 37 259
72 280 14
72 437 2
72 533 32
72 961 38
73 39 2
73 999 2
74 512 3
74 548 19
74 600 10
74 768 13
74 1012 5
75 576 2
76 84 66
76 133 6
76 262 25
76 855 3
77 256 2
77 267 6
77 456 36
78 288 2
78 517 4
78 919 5
79 165 7
80 0 2
80 51 2
80 82 14
80 132 14
80 211 3
80 528 25
80 920 244
81 807 763
82 280 10
82 283 2
83 115 23
83 124 14
83 304 4
83 617 53
83 784 12725
84 64 2
